SYMBOL,COMPANY,LISTING_DATE,LISTING_HIGH,LISTING_LOW,BREAKOUT_DATE,BREAKOUT_HIGH,BREAKOUT_CLOSE,BREAKOUT_VOLUME
IGCL,Indogulf Cropsciences,2025-07-03,113.0,106.0,2025-07-16,114.05000305175781,113.62999725341797,1271417.0
HDBFS,HDB Financial Services,2025-07-02,851.4000244140625,827.1500244140625,2025-07-03,891.9000244140625,864.0,30604163.0
SAMBHV,Sambhv Steel Tubes,2025-07-02,111.0,96.25,2025-07-08,114.98999786376953,111.1500015258789,21327648.0
KALPATARU,Kalpataru,2025-07-01,452.79998779296875,414.0,2025-07-09,457.3999938964844,431.6499938964844,2500565.0
ELLEN,Ellenbarrie Industrial,2025-07-01,534.5999755859375,486.0,2025-07-02,563.2999877929688,525.5999755859375,8415078.0
GLOBECIVIL,Globe Civil Projects,2025-07-01,94.5,87.0,2025-07-23,95.0,91.79000091552734,5083460.0
OSWALPUMPS,Oswal Pumps,2025-06-20,652.0,622.25,2025-06-25,675.9000244140625,657.7000122070312,5856114.0
SCODATUBES,Scoda Tubes,2025-06-04,147.0,135.10000610351562,2025-06-05,154.35000610351562,154.35000610351562,2606966.0
PROSTARM,Prostarm Info Systems,2025-06-03,126.0,120.0,2025-06-20,135.6300048828125,131.27999877929688,6689120.0
AEGISVOPAK,Aegis Vopak Terminals,2025-06-02,242.0,220.0,2025-06-03,264.8999938964844,255.30999755859375,14051020.0
BELRISE,Belrise Industries,2025-05-28,102.4000015258789,91.55000305175781,2025-06-05,103.19999694824219,98.3499984741211,38905891.0
BORANA,Borana Weaves,2025-05-27,255.14999389648438,243.0,2025-05-28,267.0,244.52999877929688,1624383.0
ATHERENERG,Ather Energy,2025-05-06,333.0,299.1000061035156,2025-05-21,343.0,314.0,6427620.0
QPOWER,Quality Power Electrical,2025-02-24,430.75,382.5,2025-05-23,435.0,427.95001220703125,2975564.0
HEXT,Hexaware Technologies,2025-02-19,788.0,708.0,2025-02-20,806.7000122070312,798.0999755859375,6156715.0
AJAXENGG,Ajax Engineering,2025-02-17,609.0,566.0,2025-02-18,617.8499755859375,607.7999877929688,1404994.0
AGARWALEYE,Dr. Agarwal’s Health,2025-02-04,412.8999938964844,370.20001220703125,2025-02-06,421.54998779296875,404.3999938964844,7037799.0
DENTA,Denta Water and Infra,2025-01-29,341.25,325.0,2025-01-30,358.29998779296875,326.70001220703125,1686382.0
STALLION,Stallion India,2025-01-23,126.0,120.0,2025-07-25,127.30000305175781,122.5,3292908.0
QUADFUTURE,Quadrant Future Tek,2025-01-14,444.0,362.1000061035156,2025-01-15,532.7999877929688,532.7999877929688,15708737.0
INDOFARM,Indo Farm Equipment,2025-01-07,287.0,256.0,2025-01-08,293.20001220703125,277.79998779296875,8917270.0
DHOOTTRANS,Dhoot Transmission,2026-08-17,1205.0,1131.0,2026-08-18,1305.75,1305.75,9337722.0
MOLBIO,Molbio Diagnostics,2026-08-17,1064.75,926.3499755859375,2026-08-18,1177.0,1110.9000244140625,11279774.0
CORDELIA,Waterways Leisure Tourism,2026-07-01,722.7000122070312,623.0999755859375,2026-07-02,734.9000244140625,734.9000244140625,1484942.0
CMPDI,Central Mine Planning,2026-03-30,168.6999969482422,152.22000122070312,2026-04-13,173.0,170.08999633789062,3169293.0
CLEANMAX,Clean Max Enviro Energy,2026-03-02,960.0,768.0,2026-04-16,1014.2999877929688,969.9500122070312,1093705.0
MEDANTA,Global Health (Medanta),2022-11-16,422.79998779296875,406.6499938964844,2022-11-21,431.95001220703125,429.75,3295433.0
LENSKART,Lenskart Solutions,2025-11-07,413.75,356.1000061035156,2025-11-11,417.8999938964844,415.3500061035156,23092558.0
TRUALT,TruAlt Bioenergy,2025-10-03,534.5,505.6000061035156,2026-06-09,536.9000244140625,531.9500122070312,1015431.0
JAINREC,Jain Resource Recycling,2025-10-01,341.70001220703125,298.20001220703125,2025-10-07,342.7699890136719,324.0400085449219,26817063.0
EPACKPEB,EPACK Prefab,2025-10-01,199.0,184.30999755859375,2025-10-10,199.6999969482422,193.75,2103239.0
AMANTA,Amanta Healthcare,2025-09-09,149.0,141.27999877929688,2025-09-23,154.39999389648438,146.82000732421875,1591935.0
AERONEU,Sah Polymers,2023-01-12,89.25,85.0,2023-01-27,92.80000305175781,83.80000305175781,1658348.0
SETL,Standard Glass Lining,2025-01-13,182.0,161.0,2025-01-15,199.22000122070312,199.22000122070312,40725167.0
